,title,artist,,,,,,,,,,,,
44800,Whatever,Cro,2013,0,0,2014-05-05,Pop,Rap,German,,,,,
18275,Whatever Gets You Thru The Night,John Lennon,1974,0,0,2012-05-17,Rock,English,,,,,,
23732,Whatever Happened to Saturday Night?,The Rocky Horror Show,1970,0,0,2011-05-30,"Musical,TV & movie soundtrack,Rock 'n Roll",English,,,,,,
22657,Whatever It Is,Zac Brown Band,2009,0,0,2011-05-30,"Soft rock,Country",English,,,,,,
53170,Whatever It Takes,Imagine Dragons,2017,0,0,2017-06-06,Pop,English,,,,,,
26941,Whatever It Takes,Michael Bublé,2009,1,0,2011-05-30,"Soft rock,Jazz,Duet",English,,,,,,
19916,Whatever It Takes,Lifehouse,2007,0,0,2011-05-30,Pop,Rock,English,,,,,
19221,Whatever Lola Wants (Lola Gets),Sarah Vaughan,1954,0,0,2011-11-29,Jazz,Oldies,English,,,,,
25639,"Whatever Lola Wants, Lola Gets",Damn Yankees (musical),1955,0,0,2011-05-30,Musical,English,,,,,,
28182,Whatever She Wants,Jars Of Clay,2003,0,0,2012-09-17,Rock,English,,,,,,
36220,Whatever U Want,Tony! Toni! Toné!,1992,0,0,2011-10-19,Soul,R&B,English,,,,,
44789,Whatever We Imagine,James Ingram,1982,0,0,2016-07-22,Love,Soul,Pop,English,,,,
18393,Whatever You Do! Don't!,Shania Twain,1998,0,0,2016-06-17,Country,Pop,Rock,English,,,,
20754,Whatever You Like,T.I.,2008,0,0,2018-06-15,Rap,English,,,,,,
31440,Whatever You Need,Tina Turner,2000,0,0,2011-05-30,Rock,Soul,English,,,,,
13767,Whatever You Want,Status Quo,1979,0,0,2012-02-01,Rock,English,,,,,,
54567,Whatever You Want,Pink,2017,0,0,2017-12-06,Pop,English,,,,,,
30714,Whatever You Want,Tina Turner,1996,0,0,2011-05-31,Pop,Rock,English,,,,,
11387,Whatta Man,En Vogue,1993,1,0,2012-02-07,Rap,R&B,Duet,English,,,,
18332,Wheel In The Sky,Journey,1978,0,0,2014-05-28,Rock,English,,,,,,
29979,Wheel Of Fortune,Kay Starr,1952,0,0,2011-08-06,Oldies,English,,,,,,
23789,Wheel Of The World,Carrie Underwood,2007,0,0,2011-05-31,Pop,Country,English,,,,,
24027,Wheels of Steel,Saxon,1980,0,0,2012-04-02,Hard/Metal,Rock,English,,,,,
36273,Wheels On The Bus (Go Round And Round),Children's Chorus,2001,0,0,2013-01-22,Kids,English,,,,,,
28582,When,The Kalin Twins,1958,0,0,2011-10-20,Oldies,Rock,English,,,,,
41452,When A Blind Man Cries,Deep Purple,1972,0,0,2012-09-04,Rock,Blues,English,,,,,
21647,When a Child is Born,Johnny Mathis,1976,0,0,2011-05-30,Christmas,English,,,,,,
6373,When A Man Loves A Woman,Michael Bolton,1991,0,0,2007-05-04,Soul,Pop,Love,English,,,,
12796,When A Man Loves A Woman,Percy Sledge,1966,0,0,2011-06-20,Soul,Love,English,,,,,
39154,When A Woman Loves,R. Kelly,2010,0,0,2012-02-10,Soul,Love,English,,,,,
48267,When A Woman's Fed Up,R. Kelly,1999,0,0,2015-01-12,R&B,Soul,English,,,,,
30097,When All Is Said And Done,ABBA,1981,0,0,2015-04-14,Pop,English,,,,,,
10041,When Can I See You,Babyface,1994,0,0,2011-10-20,Soft rock,English,,,,,,
49046,When Can I See You Again,Owl City,2012,0,0,2015-06-12,"Pop,Dance,Electro,TV & movie soundtrack",English,,,,,,
33730,When Christmas Comes to Town,The Polar Express,2004,0,0,2011-05-30,"Christmas,TV & movie soundtrack",English,,,,,,
50618,When Did You Stop Loving Me,George Strait,1993,0,0,2018-04-18,"Country,TV & movie soundtrack",English,,,,,,
50019,When God Paints,Alan Jackson,2015,0,0,2016-06-07,Country,Love,English,,,,,
7912,When God-Fearin' Women Get The Blues,Martina McBride,2001,0,0,2011-05-31,Country,English,,,,,,
55213,When He Sees Me,Waitress,2016,0,0,2018-03-23,Musical,English,,,,,,
41564,When I Call Your Name,Vince Gill,1989,0,0,2018-01-16,Country,English,,,,,,
11160,When I Close My Eyes,Kenny Chesney,1996,0,0,2011-10-03,Country,English,,,,,,
35168,When I Close My Eyes,Shanice,1999,0,0,2011-05-30,R&B,English,,,,,,
24362,When I Die,Milli Vanilli,1990,0,0,2011-12-10,Pop,English,,,,,,
15450,When I Dream,Crystal Gayle,1979,0,0,2018-07-06,Country,English,,,,,,
21938,When I Dream At Night,Marc Anthony,1999,0,0,2011-05-31,Latin,Pop,English,,,,,
27386,When I Fall In Love,Nat King Cole,1956,0,0,2011-05-30,Oldies,Jazz,English,,,,,
17591,When I Fall In Love,Doris Day,1952,0,0,2017-04-28,Jazz,Oldies,English,,,,,
38596,When I Fall In Love,Boyz II Men,2009,1,0,2012-01-13,Soul,Duet,Love,Pop,English,,,
6156,When I Fall In Love,Céline Dion,1993,1,0,2007-05-04,"Love,Duet,Soft rock",English,,,,,,
55764,When I Fall in Love,Andrea Bocelli,2013,0,0,2018-07-10,Love,Jazz,English,,,,,
29719,When I Fall In Love,Natalie Cole,1996,1,0,2012-01-06,Duet,Jazz,English,,,,,
50439,When I Fall In Love,Renee Olstead,2009,0,0,2016-02-16,Jazz,English,,,,,,
52383,When I Fall In Love,Rick Astley,1987,0,0,2017-01-11,Pop,Soul,English,,,,,
55766,When I Fall in Love (feat. Helene Fischer),Andrea Bocelli,2013,1,0,2018-07-26,Duet,Love,Jazz,English,,,,
24028,When I First Kissed You,Extreme,1990,0,0,2011-10-31,Love,Pop,English,,,,,
20183,When I First Saw You,Dreamgirls,2006,1,0,2011-05-31,"TV & movie soundtrack,Musical,Love,Duet",English,,,,,,
21472,When I Get Home,The Beatles,1964,0,0,2012-02-07,Rock 'n Roll,English,,,,,,
15204,When I Get Where I'm Going,Brad Paisley,2005,0,0,2011-05-31,"Soft rock,Country",English,,,,,,
36318,When I Get You Alone,Robin Thicke,2002,0,0,2011-07-16,R&B,Disco,English,,,,,
36744,When I Get You Alone,Glee,2011,0,0,2011-08-06,"TV & movie soundtrack,Pop",English,,,,,,
44382,When I Grow Too Old To Dream,Linda Ronstadt,1978,0,0,2013-07-22,Pop,Folk,English,,,,,
40891,When I Grow Up,Matilda The Musical,2011,0,0,2012-08-01,Musical,Kids,English,,,,,
19891,When I Grow Up,The Pussycat Dolls,2008,0,0,2008-08-18,"Pop,R&B,Teen pop",English,,,,,,
56040,When I Kissed the Teacher,Mamma Mia! Here We Go Again,2018,0,0,2018-09-05,"TV & movie soundtrack,Musical,Pop",English,,,,,,
17525,When I Kissed the Teacher,ABBA,1976,0,0,2016-03-21,Disco,English,,,,,,
24844,When I Look At You,Miley Cyrus,2009,0,0,2011-05-30,"TV & movie soundtrack,Love,Pop",English,,,,,,
31190,When I Look In Your Eyes,Firehouse,1992,0,0,2011-05-31,Pop,Rock,English,,,,,
5763,When I Look To The Sky,Train,2003,0,0,2012-01-08,Rock,Pop,English,,,,,
24363,When I Looked At Him,Exposé,1989,0,0,2011-05-31,80s,Pop,English,,,,,
10336,When I Need You,Leo Sayer,1976,0,0,2007-09-12,Soft rock,English,,,,,,
9868,When I Need You,Céline Dion,1997,0,0,2012-10-12,Soft rock,English,,,,,,
53296,When I Pray for You,Dan + Shay,2017,0,0,2017-07-03,"Country,TV & movie soundtrack,Christian,Pop",English,,,,,,
44461,When I See This Bar,Kenny Chesney,2013,0,0,2013-10-17,Country,English,,,,,,
10013,When I See You Smile,Bad English,1989,0,0,2014-12-12,Rock,English,,,,,,
11531,When I Think About Cheatin',Gretchen Wilson,2004,0,0,2011-12-10,Country,English,,,,,,
18076,When I Think Of You,Janet Jackson,1986,0,0,2013-04-21,Pop,80s,English,,,,,
49914,When I Was A Boy,Jeff Lynne,2015,0,0,2015-10-20,"Pop,Rock,Soft rock",English,,,,,,
38735,When I Was a Youngster,Rizzle Kicks,2011,0,0,2016-02-25,Rap,Pop,English,,,,,
42450,When I Was Your Man,Bruno Mars,2013,0,0,2013-01-07,Pop,English,,,,,,
44251,When I Was Your Man,Boyce Avenue,2013,0,0,2013-09-10,Pop,English,,,,,,
49825,When I Was Your Man,Madilyn Bailey,2013,0,0,2016-04-05,Pop,English,,,,,,
52060,When I Was Your Man,Thomas Rhett,2015,0,0,2016-11-30,Pop,English,,,,,,
32368,When I'm Alone,Lissie,2010,0,0,2011-05-30,Pop,Rock,English,,,,,
6333,When I'm Back on My Feet Again,Michael Bolton,1989,0,0,2017-05-18,"Soft rock,Love",English,,,,,,
31934,When I'm Dead And Gone,McGuinness Flint,1970,0,0,2015-07-01,"Folk,Soft rock",English,,,,,,
7196,When I'm Gone,3 Doors Down,2002,0,0,2011-09-22,Rock,English,,,,,,
50914,When I'm Gone,Joey + Rory,2012,0,0,2016-11-11,Country,Love,English,,,,,
15002,When I'm Gone,Simple Plan,2007,0,0,2011-11-10,Rock,Punk/Grunge,English,,,,,
24967,When I'm Gone (Sadie),No Address,2005,0,0,2012-05-17,Rock,Alternative,English,,,,,
10482,When I'm Sixty-Four,The Beatles,1967,0,0,2007-06-01,Pop,English,,,,,,
38129,When I'm Stoned,Jason Boland & the Stragglers,2004,0,0,2013-06-06,Country,English,,,,,,
51690,When I've Been Drinkin',Jon Pardi,2014,0,0,2016-09-17,Country,English,,,,,,
48896,When Irish Eyes Are Smiling,Mary Duff,2006,0,0,2015-04-22,Love,Pop,English,,,,,
29126,When It Comes,Tyler Hilton,2005,0,0,2011-09-03,Rock,Pop,English,,,,,
25822,When It Rains,Gretchen Wilson,2005,0,0,2011-05-31,Country,English,,,,,,
53788,When It Rains It Pours,Luke Combs,2017,0,0,2017-08-28,Country,English,,,,,,
7906,When It's Over,Sugar Ray,2001,0,0,2017-11-20,Pop,Rock,English,,,,,
29980,When Johnny Comes Marching Home,American Orchestra,1863,0,0,2011-11-19,Traditionnal,English,,,,,,
38285,When Love Is Gone,Martina McBride,1993,0,0,2013-07-01,"Christmas,TV & movie soundtrack",English,,,,,,
19004,When Love Takes Over,David Guetta,2009,0,0,2011-05-31,Dance,Electro,English,,,,,
32399,When Love Takes Over,Pixie Lott,2009,0,0,2011-05-31,Pop,English,,,,,,
44853,When My Blue Moon Turns To Gold Again,Merle Haggard,1977,0,0,2013-09-19,Country,English,,,,,,
17692,When My Blue Moon Turns To Gold Again,Elvis Presley,1956,0,0,2015-09-28,"Rock 'n Roll,Oldies",English,,,,,,
41672,When My Little Girl Is Smiling,Paul Carrack,2012,0,0,2014-03-10,Pop,Rock,English,,,,,
40847,When My Little Girl Is Smiling,The Drifters,1962,0,0,2017-09-27,Pop,Oldies,English,,,,,
34102,When My Ship Comes In,1930s Standards,1934,0,0,2011-05-30,Oldies,Jazz,English,,,,,
17069,When October Goes,Barry Manilow,1984,0,0,2011-12-18,Soft rock,English,,,,,,
6765,When She Cries,Restless Heart,1992,0,0,2016-12-06,"Soft rock,Love",English,,,,,,
35314,When She Loved Me,Toy Story,2000,0,0,2015-04-07,"Pop,Love,Soft rock",English,,,,,,
18716,When She Loved Me (Sarah McLachlan),Toy Story,1998,0,0,2015-10-30,"Pop,TV & movie soundtrack,Musical",English,,,,,,
46856,When She Says Baby,Jason Aldean,2012,0,0,2014-06-02,Country,Rock,English,,,,,
40875,When She Was Mine,Lawson,2012,0,0,2012-07-04,Pop,Rock,English,,,,,
9263,When She Was My Girl,The Four Tops,1981,0,0,2014-05-20,Pop,Disco,English,,,,,
27958,When Smokey Sings,ABC,1987,0,0,2011-05-31,Pop,English,,,,,,
7795,When Somebody Loves You,Alan Jackson,2000,0,0,2011-11-25,Country,English,,,,,,
53094,When Someone Stops Loving You,Little Big Town,2017,0,0,2017-05-23,Country,Love,English,,,,,
44051,When Something Is Wrong with My Baby,Sam & Dave,1967,0,0,2016-08-04,Soul,English,,,,,,
6334,When Something Is Wrong With My Baby,Linda Ronstadt,1989,1,0,2016-01-19,Pop,Love,Duet,English,,,,
10118,When Something Is Wrong with My Baby,Travis Tritt,2002,1,0,2017-01-10,Country,Love,Duet,English,,,,
47419,When The Beat Drops Out,Marlon Roudette,2014,0,0,2014-10-07,Pop,English,,,,,,
21333,When The Children Cry,White Lion,1987,0,0,2015-06-26,Soft rock,English,,,,,,
44925,When The Darkness Comes,Colbie Caillat,2013,0,0,2013-11-06,"TV & movie soundtrack,Pop,Folk",English,,,,,,
41284,When The Fog Rolls In,Train,2012,0,0,2016-02-25,Pop,Folk,Rock,English,,,,
13754,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,1986,0,0,2016-03-21,"Pop,80s,TV & movie soundtrack",English,,,,,,
14335,When the Grass Grows Over Me,George Jones,1968,0,0,2018-05-21,Country,English,,,,,,
8852,When The Heartache Is Over,Tina Turner,1999,0,0,2018-02-08,Pop,Dance,English,,,,,
37202,When The Lady Smiles,Golden Earring,1984,0,0,2012-12-03,Rock,English,,,,,,
7212,When The Lights Go Down,Faith Hill,2002,0,0,2011-05-30,Soft rock,English,,,,,,
33929,When The Music's Over,The Doors,1966,0,0,2012-03-20,Rock,English,,,,,,
6335,When The Night Comes,Joe Cocker,1989,0,0,2014-03-16,Soft rock,English,,,,,,
47743,When The Night Comes Falling From The Sky,The Jeff Healey Band,1989,0,0,2014-10-29,"Rock,TV & movie soundtrack",English,,,,,,
19213,When The Rain Begins To Fall,Jermaine Jackson,1984,1,0,2011-05-31,Duet,80s,Pop,Disco,English,,,
34909,When The Rain Begins To Fall,Pappa Bear,1998,0,0,2012-02-08,Rap,Soul,English,,,,,
9150,When The Rainbow Comes,Shawn Colvin,1998,0,0,2011-10-31,"Pop,Rock,TV & movie soundtrack",English,,,,,,
54039,"When the Red, Red Robin (Comes Bob, Bob, Bobbin' Along)",Dean Martin,1973,0,0,2017-10-09,Jazz,English,,,,,,
42803,When The Right One Comes Along,Nashville,2012,0,0,2013-03-25,"TV & movie soundtrack,Country,Pop",English,,,,,,
5036,When The Saints Go Marching In,Traditional,1750,0,0,2008-06-26,Blues,Jazz,Traditionnal,English,,,,
48196,When the Saints Go Marching In,Louis Armstrong,1954,0,0,2014-12-10,Jazz,English,,,,,,
10572,When the Saints Go Marching In,The Kingston Trio,1958,0,0,2012-10-19,Folk,Country,Traditionnal,English,,,,
54687,When The Saints Go Marching In,Jeane Manson,2000,0,0,2017-12-29,Gospel,Pop,English,,,,,
24553,When The Saints Go Marching In (Big Band Version),Traditional,1896,0,0,2011-05-30,Jazz,Oldies,Traditionnal,English,,,,
51030,When the Stars Come Out,Chris Stapleton,2015,0,0,2016-06-05,Country,English,,,,,,
6825,When The Stars Go Blue,The Corrs,2002,1,0,2011-08-24,Pop,Duet,English,,,,,
24816,When The Stars Go Blue,Tim McGraw,2006,0,0,2011-05-31,Soft rock,English,,,,,,
5799,When The Sun Goes Down,Kenny Chesney,2004,0,0,2011-06-20,Country,English,,,,,,
12428,When The Sun Goes Down,Arctic Monkeys,2006,0,0,2011-05-31,Rock,Alternative,English,,,,,
9841,When the Thought of You Catches Up with Me,David Ball,1994,0,0,2018-01-22,Country,English,,,,,,
42644,When The War Is Over,Cold Chisel,1982,0,0,2013-04-25,Soft rock,English,,,,,,
33311,When There Was Me And You,High School Musical,2006,0,0,2015-04-07,"Musical,TV & movie soundtrack",English,,,,,,
35415,When U Think About Me,Voice V,1999,0,0,2013-11-19,"Teen pop,R&B",English,,,,,,
30150,When We All Sang Along,Tony Orlando And Dawn,1972,0,0,2012-04-05,Pop,English,,,,,,
35435,When We Collide,Matt Cardle,2010,0,0,2012-01-30,Pop,English,,,,,,
10049,When We Dance,Sting,1994,0,0,2011-09-20,Soft rock,English,,,,,,
26481,When We Don't Talk,Ilse DeLange,1998,0,0,2011-05-30,"Soft rock,Country",English,,,,,,
17604,When We Get Married,The Dreamlovers,1961,0,0,2012-07-07,Love,Oldies,English,,,,,
39693,When We Swing,Family Guy,2006,1,0,2013-12-04,"TV & movie soundtrack,Jazz,Duet,Humour",English,,,,,,
51398,When We Were On Fire,James Bay,2015,0,0,2016-06-29,Folk,Rock,Alternative,English,,,,
50191,When We Were Young,Adele,2015,0,0,2016-06-05,Pop,Soul,English,,,,,
37472,When We Were Young,Take That,2011,0,0,2013-06-15,Pop,English,,,,,,
32049,When Will I Be Loved,The Everly Brothers,1958,0,0,2014-03-03,Rock 'n Roll,English,,,,,,
53025,When Will I Be Loved,John Fogerty,2009,1,0,2017-05-15,"Country,Rock,Rock 'n Roll,Duet",English,,,,,,
18649,When Will I Be Loved?,Linda Ronstadt,1974,0,0,2011-10-20,Rock,English,,,,,,
29398,When Will I See You Again,The Three Degrees,1973,0,0,2011-06-20,Soul,English,,,,,,
36481,When Will My Life Begin,Tangled,2010,0,0,2015-04-07,"TV & movie soundtrack,Pop,Musical",English,,,,,,
9307,When You Believe,Whitney Houston,1998,1,0,2007-07-06,"TV & movie soundtrack,Duet,Pop",English,,,,,,
14201,When You Believe,Leon Jackson,2007,0,0,2008-05-29,Soft rock,English,,,,,,
36221,When You Come Back To Me,Jason Donovan,1988,0,0,2012-06-01,Pop,80s,English,,,,,
28841,When You Got A Good Thing,Lady Antebellum,2010,1,0,2011-05-30,Country,Love,Duet,English,,,,
18011,"When You Got It, Flaunt It",The Producers,2001,0,0,2016-05-03,Musical,English,,,,,,
37663,When You Kiss Me,Shania Twain,2002,0,0,2016-03-17,Pop,Country,Love,English,,,,
35564,When You Know,Puggy,2010,0,0,2012-02-08,Pop,Rock,English,,,,,
44261,When You Look At Me,Christina Milian,2002,0,0,2013-07-04,Pop,R&B,English,,,,,
19394,When You Look Me In The Eyes,Jonas Brothers,2008,0,0,2011-05-31,"Teen pop,Love,Pop",English,,,,,,
11185,When You Love A Woman,Journey,1996,0,0,2012-02-07,Soft rock,English,,,,,,
52519,When You Love Someone,James TW,2016,0,0,2017-02-13,Pop,English,,,,,,
25391,When You Love Someone Like That,Reba McEntire,2007,1,0,2011-05-30,"Duet,Love,Soft rock",English,,,,,,
13761,When You Say Nothing At All,Ronan Keating,1999,0,0,2008-05-06,"Folk,Pop,TV & movie soundtrack",English,,,,,,
8293,When You Say Nothing At All,Alison Krauss & Union Station,1995,0,0,2007-05-17,Country,English,,,,,,
14733,When You Say Nothing At All,Keith Whitley,1988,0,0,2014-10-24,Country,English,,,,,,
54119,When You Say Nothing at All,Alison Krauss,1994,0,0,2017-10-19,Country,Love,English,,,,,
20064,When You Say You Love Me,Josh Groban,2003,0,0,2011-05-31,Soft rock,English,,,,,,
48303,When You Sleep,Mary Lambert,2014,0,0,2014-12-30,Pop,English,,,,,,
7003,When You Tell Me That You Love Me,Diana Ross,1991,0,0,2007-06-18,Soul,Love,English,,,,,
5551,When You Tell Me That You Love Me,Westlife,2005,1,0,2017-09-28,Love,Duet,English,,,,,
16595,When You Tell Me That You Love Me,Julio Iglesias,1994,1,0,2014-08-13,Pop,Duet,Love,English,,,,
32431,When You Tell The World You're Mine,Agnes & Björn Skifs,2010,1,0,2011-05-30,Love,Duet,Pop,English,,,,
44135,When You Told Me You Loved Me,Jessica Simpson,2001,0,0,2013-07-01,"R&B,Teen pop,Pop",English,,,,,,
19924,When You Walk In The Room,The Searchers,1964,0,0,2012-01-25,Pop,Rock,English,,,,,
38995,When You Walk In The Room,Status Quo,1995,0,0,2012-06-01,Rock,Pop,English,,,,,
9600,When You Walk In The Room,Pam Tillis,1994,0,0,2016-03-16,Country,English,,,,,,
39131,When You Walk In The Room,Paul Carrack,1987,0,0,2012-06-08,Rock,Pop,English,,,,,
45186,When You Walk In The Room,DJ Ötzi,2012,0,0,2013-12-05,"Pop,Soft rock",English,,,,,,
46981,When You Walk In The Room,Smokie,2000,0,0,2014-06-23,"Soft rock,Pop",English,,,,,,
42797,When You Were Mine,Lady Antebellum,2011,0,0,2013-03-26,Country,English,,,,,,
32159,When You Were Sweet Sixteen,The Fureys,1981,0,0,2015-02-20,Folk,English,,,,,,
29981,When You Wish Upon A Star,Pinocchio,1940,0,0,2011-05-31,"TV & movie soundtrack,Classical,Kids,Musical",English,,,,,,
18643,When You Wish Upon a Star,Linda Ronstadt,1986,0,0,2018-02-28,Jazz,Kids,Pop,English,,,,
31943,When You Wish Upon A Star (Jazz),Pinocchio,1940,0,0,2011-06-28,Oldies,Jazz,English,,,,,
41822,When You're an Addams,The Addams Family (Musical),2010,0,0,2012-11-21,Musical,English,,,,,,
13176,When You're Gone,Bryan Adams,1998,1,0,2008-08-18,Pop,Rock,Duet,English,,,,
11318,When You're Gone,The Cranberries,1996,0,0,2012-10-19,Rock,Alternative,English,,,,,
12280,When You're Gone,Avril Lavigne,2007,0,0,2011-05-31,"Pop,Soft rock",English,,,,,,
25311,When You're Gone,Richard Marx,2004,0,0,2011-05-30,Pop,Rock,English,,,,,
8717,When You're Good To Mama,Chicago (The Musical),1975,0,0,2007-05-04,Musical,Jazz,English,,,,,
13759,When You're In Love With A Beautiful Woman,Dr. Hook & The Medicine Show,1978,0,0,2014-02-26,Soul,Love,English,,,,,
14487,When You're Looking Like That,Westlife,2001,0,0,2011-05-31,Pop,English,,,,,,
34950,When You're Smiling,Dean Martin,1960,0,0,2011-05-31,Oldies,Jazz,English,,,,,
26522,When You're Smiling,Michael Bublé,2001,0,0,2011-05-30,Jazz,English,,,,,,
35737,When You're Smiling (The Whole World Smiles With You),1920s Standards,1929,0,0,2011-05-30,Jazz,English,,,,,,
15797,When You're Smiling (The Whole World Smiles With You),Frank Sinatra,1950,0,0,2016-02-25,Jazz,Oldies,English,,,,,
53801,When You're Smiling (The Whole World Smiles With You),Nat King Cole,1962,0,0,2017-08-30,Pop,Country,English,,,,,
37181,When You're Young and in Love,The Marvelettes,1967,0,0,2015-11-16,Pop,Soul,Oldies,English,,,,
13781,When Your Heart Is Weak,Cock Robin,1985,0,0,2011-05-31,"Pop,Soft rock",English,,,,,,
18545,Whenever I Call You Friend,Kenny Loggins,1978,1,0,2017-05-29,"Soft rock,Duet",English,,,,,,
9183,Whenever You Call,Mariah Carey,1997,0,0,2012-10-19,Soft rock,English,,,,,,
9289,Whenever You Call (Duet),Mariah Carey,1997,1,0,2007-05-04,"Soft rock,Duet",English,,,,,,
10137,Whenever You Come Around,Vince Gill,1994,0,0,2015-06-05,"Country,Love,Soft rock",English,,,,,,
54037,Whenever You Come Around,Barry Kirwan,2016,0,0,2017-10-05,Country,Love,English,,,,,
36222,Whenever You Need Somebody,Rick Astley,1990,0,0,2012-03-05,Pop,80s,English,,,,,
24654,Whenever You Remember,Carrie Underwood,2006,0,0,2011-05-31,"Pop,Country,Soft rock",English,,,,,,
43570,Whenever You're Around,Jill Scott,2008,0,0,2013-05-13,R&B,Soul,English,,,,,
32808,Whenever You're Ready,The Zombies,1965,0,0,2012-04-23,Pop,Oldies,English,,,,,
8071,"Whenever, Wherever",Shakira,2002,0,0,2015-06-04,Pop,Latin,English,,,,,
15104,Wher'm I Gonna Live?,Billy Ray Cyrus,1992,0,0,2015-08-24,Country,English,,,,,,
50220,Where Are Ü Now,Skrillex,2015,0,0,2016-03-16,Electro,Pop,English,,,,,
42568,Where Are We Now?,David Bowie,2013,0,0,2013-03-12,Rock,English,,,,,,
8391,Where Are We Runnin'?,Lenny Kravitz,2004,0,0,2014-03-05,Rock,English,,,,,,
32453,Where Are You,Our Lady Peace,2005,0,0,2012-05-21,Alternative,Rock,English,,,,,
24445,Where Are You Christmas,Faith Hill,2000,0,0,2011-11-21,"Christmas,TV & movie soundtrack",English,,,,,,
11144,Where Corn Don't Grow,Travis Tritt,1996,0,0,2014-06-23,Country,English,,,,,,
23923,Where Did All The Love Go?,Kasabian,2009,0,0,2013-03-13,Rock,Pop,Alternative,English,,,,
28755,Where Did I Go Right,Hilary Duff,2003,0,0,2011-10-08,"Teen pop,Dance,Rock",English,,,,,,
19473,Where Did Our Love Go,The Supremes,1963,0,0,2011-05-31,Oldies,Soul,English,,,,,
29220,Where Did You Go,Ashley Parker Angel,2006,0,0,2018-05-02,"Pop,Soft rock",English,,,,,,
11384,Where Do Broken Hearts Go,Whitney Houston,1987,0,0,2012-02-20,Pop,Soul,English,,,,,
